Element,Radionuclide,Common name,Latin name,Compartment,CR,C_plant,C_soil,Country,Site,K-G class,Contamination,Experiment,Soil depth
Th,Th-232,Papaya,Carica papaya,Fruits,3.60E-01,5.90E+01,2.10E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,2.60E-01,4.00E+01,2.80E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,3.30E-01,8.50E+01,3.60E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,3.30E-01,8.10E+01,4.00E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,8.20E-01,2.00E+01,2.50E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,1.00E+00,7.00E+01,7.20E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,1.30E+00,2.70E+01,2.00E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,2.20E-01,4.00E+01,3.70E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,1.70E+00,1.10E+02,6.30E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,6.40E-01,3.50E+01,7.00E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,3.60E-01,2.90E+01,1.00E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,4.00E-01,4.20E+01,1.50E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,6.10E-01,7.70E+01,1.70E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
U,U-238,Papaya,Carica papaya,Fruits,4.30E-01,6.10E+01,2.10E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Pointed gourd,Trichosanthes dioica,Fruits,9.00E-02,3.60E+00,4.20E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Carrot,Daucus carota,Roots,9.00E-02,4.60E+00,4.80E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Papaya,Carica papaya,Fruits,3.00E-02,2.30E+00,6.50E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Banana (green),Musa acuminata,Fruits,8.00E-02,3.80E+00,4.90E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Radish,Raphanus sativus,Roots,6.00E-02,3.40E+00,5.80E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Brinjal,Solanum melongena,Fruits,5.00E-02,3.20E+00,5.90E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Bitter gourd,Momordica charantia,Fruits,4.00E-02,2.00E+00,4.90E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Cauliflower,Brassica oleracea botrytis,Heads,7.00E-02,3.90E+00,6.00E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Potato,Solanum tuberosum,Tubers,1.00E-01,4.20E+00,4.40E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-226,Okra,Abelmoschus esculentus,Fruits,6.00E-02,2.60E+00,4.60E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Pointed gourd,Trichosanthes dioica,Fruits,1.60E-01,1.20E+01,7.40E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Carrot,Daucus carota,Roots,1.70E-01,1.30E+01,7.80E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Papaya,Carica papaya,Fruits,1.80E-01,1.60E+01,8.80E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Banana (green),Musa acuminata,Fruits,3.20E-01,2.30E+01,7.10E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Radish,Raphanus sativus,Roots,1.20E-01,1.20E+01,9.90E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Brinjal,Solanum melongena,Fruits,1.80E-01,1.20E+01,6.80E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Bitter gourd,Momordica charantia,Fruits,1.90E-01,1.10E+01,5.70E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Cauliflower,Brassica oleracea botrytis,Heads,1.20E-01,1.30E+01,1.00E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Potato,Solanum tuberosum,Tubers,1.50E-01,1.20E+01,8.10E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
Ra,Ra-228,Okra,Abelmoschus esculentus,Fruits,1.80E-01,9.40E+00,5.20E+01,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Pointed gourd,Trichosanthes dioica,Fruits,2.80E-01,2.60E+02,9.30E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Carrot,Daucus carota,Roots,4.10E-01,3.80E+02,9.10E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Papaya,Carica papaya,Fruits,7.20E-01,5.40E+02,7.40E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Banana (green),Musa acuminata,Fruits,3.40E-01,3.40E+02,1.00E+03,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Radish,Raphanus sativus,Roots,2.80E-01,2.50E+02,9.10E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Brinjal,Solanum melongena,Fruits,2.60E-01,2.40E+02,9.30E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Bitter gourd,Momordica charantia,Fruits,2.40E-01,2.10E+02,8.70E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Cauliflower,Brassica oleracea botrytis,Heads,5.20E-01,4.20E+02,8.00E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Potato,Solanum tuberosum,Tubers,4.70E-01,4.30E+02,9.30E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
K,K-40,Okra,Abelmoschus esculentus,Fruits,2.60E-01,2.30E+02,8.70E+02,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,0-15
U,U-238,Cassava,Manihot esculenta,Roots,6.20E-01,1.00E+02,1.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cassava,Manihot esculenta,Leaves,1.50E+00,2.40E+02,1.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cocoyam,Xanthosoma sagittifolium,Tubers,1.20E+00,1.90E+02,1.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Groundnut,Arachis hypogaea,Nuts,1.00E-02,2.00E+00,1.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Plantain,Musa sp.,Fruits,6.00E-03,1.00E+00,1.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cassava,Manihot esculenta,Roots,2.70E+00,2.90E+02,1.10E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cassava,Manihot esculenta,Leaves,3.10E-01,3.30E+01,1.10E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cocoyam,Xanthosoma sagittifolium,Tubers,1.60E-01,1.70E+01,1.10E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Groundnut,Arachis hypogaea,Nuts,1.00E-02,1.00E+00,1.10E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Plantain,Musa sp.,Fruits,1.00E-02,1.00E+00,1.10E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cassava,Manihot esculenta,Roots,3.40E-01,3.90E+01,1.10E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cassava,Manihot esculenta,Leaves,4.00E-01,4.60E+01,1.10E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Cocoyam,Xanthosoma sagittifolium,Tubers,3.30E-01,3.80E+01,1.10E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Groundnut,Arachis hypogaea,Nuts,1.50E+00,1.70E+02,1.10E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
U,U-238,Plantain,Musa sp.,Fruits,2.00E-02,2.00E+00,1.10E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cassava,Manihot esculenta,Roots,2.40E-01,1.10E+02,4.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cassava,Manihot esculenta,Leaves,1.50E+00,7.00E+02,4.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cocoyam,Xanthosoma sagittifolium,Tubers,2.50E-01,1.20E+02,4.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Groundnut,Arachis hypogaea,Nuts,2.00E-03,1.00E+00,4.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Plantain,Musa sp.,Fruits,6.00E-03,3.00E+00,4.70E+02,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cassava,Manihot esculenta,Roots,2.40E-01,9.10E+01,3.80E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cassava,Manihot esculenta,Leaves,1.40E-01,5.40E+01,3.80E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cocoyam,Xanthosoma sagittifolium,Tubers,4.00E-02,1.40E+01,3.80E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Groundnut,Arachis hypogaea,Nuts,3.00E-03,1.00E+00,3.80E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Plantain,Musa sp.,Fruits,3.00E-03,1.00E+00,3.80E+02,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cassava,Manihot esculenta,Roots,7.50E-01,2.40E+02,3.20E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cassava,Manihot esculenta,Leaves,1.30E+00,4.10E+02,3.20E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Cocoyam,Xanthosoma sagittifolium,Tubers,3.10E-01,9.90E+01,3.20E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Groundnut,Arachis hypogaea,Nuts,1.60E-01,5.10E+01,3.20E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
Th,Th-232,Plantain,Musa sp.,Fruits,2.30E-01,7.40E+01,3.20E+02,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,0-5
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,2.60E-01,8.20E+00,3.10E+01,Bangladesh,"Satkhira Sadar, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,1.70E-01,6.70E+00,3.90E+01,Bangladesh,"Satkhira Sadar, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,1.40E-01,7.00E+00,4.70E+01,Bangladesh,"Debhata, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,3.80E-01,1.20E+01,3.20E+01,Bangladesh,"Debhata, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,1.80E-01,5.60E+00,3.20E+01,Bangladesh,"Patkelghata, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,8.00E-02,4.00E+00,4.80E+01,Bangladesh,"Patkelghata, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,1.80E-01,4.60E+00,2.60E+01,Bangladesh,"Shyamnagar, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,2.10E-01,9.20E+00,4.30E+01,Bangladesh,"Shyamnagar, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,2.00E-01,6.20E+00,3.00E+01,Bangladesh,"Kalaroa, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Red amaranth,Amaranthus gangeticus,Leaves,1.80E-01,5.10E+00,2.80E+01,Bangladesh,"Kalaroa, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,3.00E-01,1.80E+01,5.90E+01,Bangladesh,"Satkhira Sadar, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,2.20E-01,1.20E+01,5.50E+01,Bangladesh,"Satkhira Sadar, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,2.70E-01,1.40E+01,5.10E+01,Bangladesh,"Debhata, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,3.30E-01,1.70E+01,5.20E+01,Bangladesh,"Debhata, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,5.00E-01,2.40E+01,4.70E+01,Bangladesh,"Patkelghata, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,2.30E-01,1.20E+01,4.90E+01,Bangladesh,"Patkelghata, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,3.40E-01,2.00E+01,6.10E+01,Bangladesh,"Shyamnagar, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,1.40E-01,9.00E+00,6.30E+01,Bangladesh,"Shyamnagar, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,2.50E-01,1.30E+01,5.00E+01,Bangladesh,"Kalaroa, Satkhira District, Khulna Division",Aw,N,F,10-May
Th,Th-232,Red amaranth,Amaranthus gangeticus,Leaves,1.90E-01,1.00E+01,5.30E+01,Bangladesh,"Kalaroa, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,1.90E+00,1.50E+03,7.80E+02,Bangladesh,"Satkhira Sadar, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,1.70E+00,1.10E+03,6.80E+02,Bangladesh,"Satkhira Sadar, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,2.40E+00,1.30E+03,5.30E+02,Bangladesh,"Debhata, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,1.90E+00,1.20E+03,6.10E+02,Bangladesh,"Debhata, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,3.30E+00,1.40E+03,4.10E+02,Bangladesh,"Patkelghata, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,2.40E+00,1.20E+03,5.10E+02,Bangladesh,"Patkelghata, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,2.30E+00,1.40E+03,6.10E+02,Bangladesh,"Shyamnagar, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,2.30E+00,1.30E+03,5.80E+02,Bangladesh,"Shyamnagar, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,2.20E+00,1.30E+03,5.80E+02,Bangladesh,"Kalaroa, Satkhira District, Khulna Division",Aw,N,F,10-May
K,K-40,Red amaranth,Amaranthus gangeticus,Leaves,2.40E+00,1.30E+03,5.20E+02,Bangladesh,"Kalaroa, Satkhira District, Khulna Division",Aw,N,F,10-May
Ra,Ra-226,Cabbage,Brassica oleracea,Roots,3.60E-02,1.40E+00,3.80E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Ra,Ra-226,Cabbage,Brassica oleracea,Stems,3.60E-02,1.40E+00,3.80E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Ra,Ra-226,Cabbage,Brassica oleracea,Leaves,3.50E-02,1.40E+00,3.80E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Ra,Ra-226,Maize,Zea mays,Roots,9.80E-03,2.90E-01,3.00E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Ra,Ra-226,Maize,Zea mays,Pods,8.50E-03,2.50E-01,3.00E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Ra,Ra-226,Maize,Zea mays,Leaves,9.10E-03,2.70E-01,3.00E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Th,Th-232,Cabbage,Brassica oleracea,Roots,3.60E-02,1.30E+00,3.70E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Th,Th-232,Cabbage,Brassica oleracea,Stems,3.40E-02,1.30E+00,3.70E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Th,Th-232,Cabbage,Brassica oleracea,Leaves,3.60E-02,1.30E+00,3.70E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Th,Th-232,Maize,Zea mays,Roots,1.10E-02,3.10E-01,2.90E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Th,Th-232,Maize,Zea mays,Pods,9.70E-03,2.80E-01,2.90E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
Th,Th-232,Maize,Zea mays,Leaves,1.00E-02,2.90E-01,2.90E+01,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
K,K-40,Cabbage,Brassica oleracea,Roots,4.20E-01,1.50E+02,3.50E+02,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
K,K-40,Cabbage,Brassica oleracea,Stems,3.90E-01,1.40E+02,3.50E+02,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
K,K-40,Cabbage,Brassica oleracea,Leaves,4.20E-01,1.50E+02,3.50E+02,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
K,K-40,Maize,Zea mays,Roots,8.10E-02,3.90E+01,4.90E+02,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
K,K-40,Maize,Zea mays,Pods,7.70E-02,3.70E+01,4.90E+02,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
K,K-40,Maize,Zea mays,Leaves,7.80E-02,3.80E+01,4.90E+02,Tanzania,"Namtumbo District, Ruvuma Region",Aw,N,F,0-30
